,Binomial,Category,Common name,Family,Notes,Order,colour,common_name_in_url,size,url,"('nsw', 'vic', 'tas', 'act', 'sa', 'wa', 'nt', 'qld')",nsw,vic,tas,act,sa,wa,nt,qld,min_weight,max_weight,min_length,max_length,images_url,voice_url,Description,Sourcescolour
436,Eclectus roratus,Parrots and allies,Eclectus parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Eclectus_parrot,,https://en.wikipedia.org/wiki/Eclectus_parrot,,,,,,,,,,,,,,,,,
437,Geoffroyus geoffroyi,Parrots and allies,Red-cheeked parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Red-cheeked_parrot,,https://en.wikipedia.org/wiki/Red-cheeked_parrot,,,,,,,,,,,,,,,,,
440,Polytelis swainsonii,Parrots and allies,Superb parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Superb_parrot,,https://en.wikipedia.org/wiki/Superb_parrot,,,,,,,,,,,,,,,,,
441,Polytelis anthopeplus,Parrots and allies,Regent parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Regent_parrot,,https://en.wikipedia.org/wiki/Regent_parrot,,,,,,,,,,,,,,,,,
442,Polytelis alexandrae,Parrots and allies,Princess parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Princess_parrot,,https://en.wikipedia.org/wiki/Princess_parrot,,,,,,,,,,,,,,,,,
443,Platycercus caledonicus,Parrots and allies,Green rosella,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Green_rosella,,https://en.wikipedia.org/wiki/Green_rosella,,,,,,,,,,,,,,,,,
445,Platycercus eximius,Parrots and allies,Eastern rosella,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Eastern_rosella,,https://en.wikipedia.org/wiki/Eastern_rosella,,,,,,,,,,,,,,,,,
446,Platycercus adscitus,Parrots and allies,Pale-headed rosella,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Pale-headed_rosella,,https://en.wikipedia.org/wiki/Pale-headed_rosella,,,,,,,,,,,,,,,,,
447,Platycercus venustus,Parrots and allies,Northern rosella,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Northern_rosella,,https://en.wikipedia.org/wiki/Northern_rosella,,,,,,,,,,,,,,,,,
448,Platycercus icterotis,Parrots and allies,Western rosella,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Western_rosella,,https://en.wikipedia.org/wiki/Western_rosella,,,,,,,,,,,,,,,,,
449,Barnardius zonarius,Parrots and allies,Australian ringneck,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Australian_ringneck,,https://en.wikipedia.org/wiki/Australian_ringneck,,,,,,,,,,,,,,,,,
450,Purpureicephalus spurius,Parrots and allies,Red-capped parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Red-capped_parrot,,https://en.wikipedia.org/wiki/Red-capped_parrot,,,,,,,,,,,,,,,,,
451,Northiella haematogaster,Parrots and allies,Bluebonnet,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Bluebonnet,,https://en.wikipedia.org/wiki/Bluebonnet,,,,,,,,,,,,,,,,,
452,Lathamus discolor,Parrots and allies,Swift parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Swift_parrot,,https://en.wikipedia.org/wiki/Swift_parrot,,,,,,,,,,,,,,,,,
453,Psephotus haematonotus,Parrots and allies,Red-rumped parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Red-rumped_parrot,,https://en.wikipedia.org/wiki/Red-rumped_parrot,,,,,,,,,,,,,,,,,
454,Psephotus varius,Parrots and allies,Mulga parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Mulga_parrot,,https://en.wikipedia.org/wiki/Mulga_parrot,,,,,,,,,,,,,,,,,
455,Psephotus chrysopterygius,Parrots and allies,Golden-shouldered parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Golden-shouldered_parrot,,https://en.wikipedia.org/wiki/Golden-shouldered_parrot,,,,,,,,,,,,,,,,,
456,Psephotus dissimilis,Parrots and allies,Hooded parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Hooded_parrot,,https://en.wikipedia.org/wiki/Hooded_parrot,,,,,,,,,,,,,,,,,
457,Psephotus pulcherrimus,Parrots and allies,Paradise parrot,"Strigopidae, Cacatuidae and Psittaculidae",extinct,Psittaciformes,,Paradise_parrot,,https://en.wikipedia.org/wiki/Paradise_parrot,,,,,,,,,,,,,,,,,
458,Cyanoramphus cookii,Parrots and allies,Tasman parakeet,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Tasman_parakeet,,https://en.wikipedia.org/wiki/Tasman_parakeet,,,,,,,,,,,,,,,,,
459,Norfolk Island,Parrots and allies,Norfolk Island green parrot,"Strigopidae, Cacatuidae and Psittaculidae",extirpated,Psittaciformes,,Norfolk_Island_green_parrot,,https://en.wikipedia.org/wiki/Norfolk_Island_green_parrot,,,,,,,,,,,,,,,,,
460,Lord Howe Island,Parrots and allies,Lord Howe red-crowned parakeet,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Lord_Howe_red-crowned_parakeet,,https://en.wikipedia.org/wiki/Lord_Howe_red-crowned_parakeet,,,,,,,,,,,,,,,,,
461,Cyanoramphus novaezelandiae,Parrots and allies,Red-fronted parakeet,"Strigopidae, Cacatuidae and Psittaculidae","extirpated, Macquarie Island",Psittaciformes,,Red-fronted_parakeet,,https://en.wikipedia.org/wiki/Red-fronted_parakeet,,,,,,,,,,,,,,,,,
463,Neopsephotus bourkii,Parrots and allies,Bourke's parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Bourke's_parrot,,https://en.wikipedia.org/wiki/Bourke's_parrot,,,,,,,,,,,,,,,,,
464,Neophema chrysostoma,Parrots and allies,Blue-winged parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Blue-winged_parrot,,https://en.wikipedia.org/wiki/Blue-winged_parrot,,,,,,,,,,,,,,,,,
465,Neophema elegans,Parrots and allies,Elegant parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Elegant_parrot,,https://en.wikipedia.org/wiki/Elegant_parrot,,,,,,,,,,,,,,,,,
466,Neophema petrophila,Parrots and allies,Rock parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Rock_parrot,,https://en.wikipedia.org/wiki/Rock_parrot,,,,,,,,,,,,,,,,,
467,Neophema chrysogaster,Parrots and allies,Orange-bellied parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Orange-bellied_parrot,,https://en.wikipedia.org/wiki/Orange-bellied_parrot,,,,,,,,,,,,,,,,,
468,Neophema pulchella,Parrots and allies,Turquoise parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Turquoise_parrot,,https://en.wikipedia.org/wiki/Turquoise_parrot,,,,,,,,,,,,,,,,,
469,Neophema splendida,Parrots and allies,Scarlet-chested parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Scarlet-chested_parrot,,https://en.wikipedia.org/wiki/Scarlet-chested_parrot,,,,,,,,,,,,,,,,,
470,Pezoporus wallicus,Parrots and allies,Eastern ground parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Eastern_ground_parrot,,https://en.wikipedia.org/wiki/Eastern_ground_parrot,,,,,,,,,,,,,,,,,
471,Pezoporus flaviventris,Parrots and allies,Western ground parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Western_ground_parrot,,https://en.wikipedia.org/wiki/Western_ground_parrot,,,,,,,,,,,,,,,,,
472,Pezoporus occidentalis,Parrots and allies,Night parrot,"Strigopidae, Cacatuidae and Psittaculidae",,Psittaciformes,,Night_parrot,,https://en.wikipedia.org/wiki/Night_parrot,,,,,,,,,,,,,,,,,
473,Centropus bengalensis,Cuckoos,Lesser coucal,Cuculidae,"vagrant, Ashmore Reef",Cuculiformes,,Lesser_coucal,,https://en.wikipedia.org/wiki/Lesser_coucal,,,,,,,,,,,,,,,,,
474,Centropus phasianinus,Cuckoos,Pheasant coucal,Cuculidae,,Cuculiformes,,Pheasant_coucal,,https://en.wikipedia.org/wiki/Pheasant_coucal,,,,,,,,,,,,,,,,,
476,Eudynamys orientalis,Cuckoos,Eastern koel,Cuculidae,,Cuculiformes,,Eastern_koel,,https://en.wikipedia.org/wiki/Eastern_koel,,,,,,,,,,,,,,,,,
478,Scythrops novaehollandiae,Cuckoos,Channel-billed cuckoo,Cuculidae,,Cuculiformes,,Channel-billed_cuckoo,,https://en.wikipedia.org/wiki/Channel-billed_cuckoo,,,,,,,,,,,,,,,,,
479,Chalcites basalis,Cuckoos,Horsfield's bronze cuckoo,Cuculidae,,Cuculiformes,,Horsfield's_bronze_cuckoo,,https://en.wikipedia.org/wiki/Horsfield's_bronze_cuckoo,,,,,,,,,,,,,,,,,
480,Chalcites osculans,Cuckoos,Black-eared cuckoo,Cuculidae,,Cuculiformes,,Black-eared_cuckoo,,https://en.wikipedia.org/wiki/Black-eared_cuckoo,,,,,,,,,,,,,,,,,
481,Chalcites lucidus,Cuckoos,Shining bronze cuckoo,Cuculidae,,Cuculiformes,,Shining_bronze_cuckoo,,https://en.wikipedia.org/wiki/Shining_bronze_cuckoo,,,,,,,,,,,,,,,,,
482,Chalcites minutillus,Cuckoos,Little bronze cuckoo,Cuculidae,,Cuculiformes,,Little_bronze_cuckoo,,https://en.wikipedia.org/wiki/Little_bronze_cuckoo,,,,,,,,,,,,,,,,,
483,Cacomantis pallidus,Cuckoos,Pallid cuckoo,Cuculidae,,Cuculiformes,,Pallid_cuckoo,,https://en.wikipedia.org/wiki/Pallid_cuckoo,,,,,,,,,,,,,,,,,
484,Cacomantis castaneiventris,Cuckoos,Chestnut-breasted cuckoo,Cuculidae,,Cuculiformes,,Chestnut-breasted_cuckoo,,https://en.wikipedia.org/wiki/Chestnut-breasted_cuckoo,,,,,,,,,,,,,,,,,
485,Cacomantis flabelliformis,Cuckoos,Fan-tailed cuckoo,Cuculidae,,Cuculiformes,,Fan-tailed_cuckoo,,https://en.wikipedia.org/wiki/Fan-tailed_cuckoo,,,,,,,,,,,,,,,,,
486,Cacomantis variolosus,Cuckoos,Brush cuckoo,Cuculidae,,Cuculiformes,,Brush_cuckoo,,https://en.wikipedia.org/wiki/Brush_cuckoo,,,,,,,,,,,,,,,,,
487,Cuculus optatus,Cuckoos,Oriental cuckoo,Cuculidae,,Cuculiformes,,Oriental_cuckoo,,https://en.wikipedia.org/wiki/Oriental_cuckoo,,,,,,,,,,,,,,,,,
488,Hierococcyx sparverioides,Cuckoos,Large hawk-cuckoo,Cuculidae,"vagrant, Christmas Island",Cuculiformes,,Large_hawk-cuckoo,,https://en.wikipedia.org/wiki/Large_hawk-cuckoo,,,,,,,,,,,,,,,,,
489,Ninox strenua,True owls,Powerful owl,Strigidae,,Strigiformes,,Powerful_owl,,https://en.wikipedia.org/wiki/Powerful_owl,,,,,,,,,,,,,,,,,
491,Ninox connivens,True owls,Barking owl,Strigidae,,Strigiformes,,Barking_owl,,https://en.wikipedia.org/wiki/Barking_owl,,,,,,,,,,,,,,,,,
492,Ninox boobook,True owls,Southern boobook,Strigidae,,Strigiformes,,Southern_boobook,,https://en.wikipedia.org/wiki/Southern_boobook,,,,,,,,,,,,,,,,,
493,Ninox scutulata,True owls,Brown hawk-owl,Strigidae,"vagrant, Ashmore Reef",Strigiformes,,Brown_hawk-owl,,https://en.wikipedia.org/wiki/Brown_hawk-owl,,,,,,,,,,,,,,,,,
494,Ninox natalis,True owls,Christmas Island hawk-owl,Strigidae,Christmas Island,Strigiformes,,Christmas_Island_hawk-owl,,https://en.wikipedia.org/wiki/Christmas_Island_hawk-owl,,,,,,,,,,,,,,,,,
496,Tyto tenebricosa,Barn owls,Greater sooty owl,Tytonidae,,Strigiformes,,Greater_sooty_owl,,https://en.wikipedia.org/wiki/Greater_sooty_owl,,,,,,,,,,,,,,,,,
497,Tyto multipunctata,Barn owls,Lesser sooty owl,Tytonidae,,Strigiformes,,Lesser_sooty_owl,,https://en.wikipedia.org/wiki/Lesser_sooty_owl,,,,,,,,,,,,,,,,,
498,Tyto novaehollandiae,Barn owls,Masked owl,Tytonidae,,Strigiformes,,Masked_owl,,https://en.wikipedia.org/wiki/Masked_owl,,,,,,,,,,,,,,,,,
499,Tyto delicatula,Barn owls,Eastern barn owl,Tytonidae,,Strigiformes,,Eastern_barn_owl,,https://en.wikipedia.org/wiki/Eastern_barn_owl,,,,,,,,,,,,,,,,,
500,Tyto longimembris,Barn owls,Eastern grass owl,Tytonidae,,Strigiformes,,Eastern_grass_owl,,https://en.wikipedia.org/wiki/Eastern_grass_owl,,,,,,,,,,,,,,,,,
502,Ceyx azureus,Kingfishers,Azure kingfisher,Alcedinidae,,Coraciiformes,,Azure_kingfisher,,https://en.wikipedia.org/wiki/Azure_kingfisher,,,,,,,,,,,,,,,,,
503,Ceyx pusillus,Kingfishers,Little kingfisher,Alcedinidae,,Coraciiformes,,Little_kingfisher,,https://en.wikipedia.org/wiki/Little_kingfisher,,,,,,,,,,,,,,,,,
504,Tanysiptera sylvia,Kingfishers,Buff-breasted paradise kingfisher,Alcedinidae,,Coraciiformes,,Buff-breasted_paradise_kingfisher,,https://en.wikipedia.org/wiki/Buff-breasted_paradise_kingfisher,,,,,,,,,,,,,,,,,
505,Tanysiptera hydrocharis,Kingfishers,Little paradise kingfisher,Alcedinidae,vagrant,Coraciiformes,,Little_paradise_kingfisher,,https://en.wikipedia.org/wiki/Little_paradise_kingfisher,,,,,,,,,,,,,,,,,
506,Tanysiptera galatea,Kingfishers,Common paradise kingfisher,Alcedinidae,vagrant,Coraciiformes,,Common_paradise_kingfisher,,https://en.wikipedia.org/wiki/Common_paradise_kingfisher,,,,,,,,,,,,,,,,,
507,Dacelo novaeguineae,Kingfishers,Laughing kookaburra,Alcedinidae,,Coraciiformes,,Laughing_kookaburra,,https://en.wikipedia.org/wiki/Laughing_kookaburra,,,,,,,,,,,,,,,,,
509,Syma torotoro,Kingfishers,Yellow-billed kingfisher,Alcedinidae,,Coraciiformes,,Yellow-billed_kingfisher,,https://en.wikipedia.org/wiki/Yellow-billed_kingfisher,,,,,,,,,,,,,,,,,
510,Todiramphus macleayii,Kingfishers,Forest kingfisher,Alcedinidae,,Coraciiformes,,Forest_kingfisher,,https://en.wikipedia.org/wiki/Forest_kingfisher,,,,,,,,,,,,,,,,,
511,Todiramphus pyrrhopygia,Kingfishers,Red-backed kingfisher,Alcedinidae,,Coraciiformes,,Red-backed_kingfisher,,https://en.wikipedia.org/wiki/Red-backed_kingfisher,,,,,,,,,,,,,,,,,
512,Todiramphus sanctus,Kingfishers,Sacred kingfisher,Alcedinidae,,Coraciiformes,,Sacred_kingfisher,,https://en.wikipedia.org/wiki/Sacred_kingfisher,,,,,,,,,,,,,,,,,
513,Todiramphus sordidus,Kingfishers,Torresian kingfisher,Alcedinidae,,Coraciiformes,,Torresian_kingfisher,,https://en.wikipedia.org/wiki/Torresian_kingfisher,,,,,,,,,,,,,,,,,
515,Merops ornatus,Bee-eaters,Rainbow bee-eater,Meropidae,,Coraciiformes,,Rainbow_bee-eater,,https://en.wikipedia.org/wiki/Rainbow_bee-eater,,,,,,,,,,,,,,,,,
516,Eurystomus orientalis,Rollers,Dollarbird,Coraciidae,,Coraciiformes,,Dollarbird,,https://en.wikipedia.org/wiki/Dollarbird,,,,,,,,,,,,,,,,,
517,Erythropitta macklotii,Pittas,Papuan pitta,Pittidae,,Passeriformes,,Papuan_pitta,,https://en.wikipedia.org/wiki/Papuan_pitta,,,,,,,,,,,,,,,,,
518,Pitta moluccensis,Pittas,Blue-winged pitta,Pittidae,vagrant,Passeriformes,,Blue-winged_pitta,,https://en.wikipedia.org/wiki/Blue-winged_pitta,,,,,,,,,,,,,,,,,
519,Pitta versicolor,Pittas,Noisy pitta,Pittidae,,Passeriformes,,Noisy_pitta,,https://en.wikipedia.org/wiki/Noisy_pitta,,,,,,,,,,,,,,,,,
521,Pitta nympha,Pittas,Fairy pitta,Pittidae,vagrant,Passeriformes,,Fairy_pitta,,https://en.wikipedia.org/wiki/Fairy_pitta,,,,,,,,,,,,,,,,,
522,Menura alberti,Lyrebirds,Albert's lyrebird,Menuridae,,Passeriformes,,Albert's_lyrebird,,https://en.wikipedia.org/wiki/Albert's_lyrebird,,,,,,,,,,,,,,,,,
524,Atrichornis rufescens,Scrubbirds,Rufous scrubbird,Atrichornithidae,,Passeriformes,,Rufous_scrubbird,,https://en.wikipedia.org/wiki/Rufous_scrubbird,,,,,,,,,,,,,,,,,
525,Atrichornis clamosus,Scrubbirds,Noisy scrubbird,Atrichornithidae,,Passeriformes,,Noisy_scrubbird,,https://en.wikipedia.org/wiki/Noisy_scrubbird,,,,,,,,,,,,,,,,,
526,Cormobates leucophaea,Australasian treecreepers,White-throated treecreeper,Climacteridae,,Passeriformes,,White-throated_treecreeper,,https://en.wikipedia.org/wiki/White-throated_treecreeper,,,,,,,,,,,,,,,,,
527,Climacteris affinis,Australasian treecreepers,White-browed treecreeper,Climacteridae,,Passeriformes,,White-browed_treecreeper,,https://en.wikipedia.org/wiki/White-browed_treecreeper,,,,,,,,,,,,,,,,,
528,Climacteris erythrops,Australasian treecreepers,Red-browed treecreeper,Climacteridae,,Passeriformes,,Red-browed_treecreeper,,https://en.wikipedia.org/wiki/Red-browed_treecreeper,,,,,,,,,,,,,,,,,
529,Climacteris picumnus,Australasian treecreepers,Brown treecreeper,Climacteridae,,Passeriformes,,Brown_treecreeper,,https://en.wikipedia.org/wiki/Brown_treecreeper,,,,,,,,,,,,,,,,,
530,Climacteris melanura,Australasian treecreepers,Black-tailed treecreeper,Climacteridae,,Passeriformes,,Black-tailed_treecreeper,,https://en.wikipedia.org/wiki/Black-tailed_treecreeper,,,,,,,,,,,,,,,,,
531,Climacteris rufa,Australasian treecreepers,Rufous treecreeper,Climacteridae,,Passeriformes,,Rufous_treecreeper,,https://en.wikipedia.org/wiki/Rufous_treecreeper,,,,,,,,,,,,,,,,,
532,Ailuroedus maculosus,Bowerbirds and catbirds,Spotted catbird,Ptilonorhynchidae,,Passeriformes,,Spotted_catbird,,https://en.wikipedia.org/wiki/Spotted_catbird,,,,,,,,,,,,,,,,,
533,Ailuroedus crassirostris,Bowerbirds and catbirds,Green catbird,Ptilonorhynchidae,,Passeriformes,,Green_catbird,,https://en.wikipedia.org/wiki/Green_catbird,,,,,,,,,,,,,,,,,
534,Ailuroedus melanotis,Bowerbirds and catbirds,Black-eared catbird,Ptilonorhynchidae,,Passeriformes,,Black-eared_catbird,,https://en.wikipedia.org/wiki/Black-eared_catbird,,,,,,,,,,,,,,,,,
535,Scenopoeetes dentirostris,Bowerbirds and catbirds,Tooth-billed bowerbird,Ptilonorhynchidae,,Passeriformes,,Tooth-billed_bowerbird,,https://en.wikipedia.org/wiki/Tooth-billed_bowerbird,,,,,,,,,,,,,,,,,
536,Amblyornis newtonianus,Bowerbirds and catbirds,Golden bowerbird,Ptilonorhynchidae,,Passeriformes,,Golden_bowerbird,,https://en.wikipedia.org/wiki/Golden_bowerbird,,,,,,,,,,,,,,,,,
537,Sericulus chrysocephalus,Bowerbirds and catbirds,Regent bowerbird,Ptilonorhynchidae,,Passeriformes,,Regent_bowerbird,,https://en.wikipedia.org/wiki/Regent_bowerbird,,,,,,,,,,,,,,,,,
539,Ptilonorhynchus maculatus,Bowerbirds and catbirds,Spotted bowerbird,Ptilonorhynchidae,,Passeriformes,,Spotted_bowerbird,,https://en.wikipedia.org/wiki/Spotted_bowerbird,,,,,,,,,,,,,,,,,
540,Ptilonorhynchus guttatus,Bowerbirds and catbirds,Western bowerbird,Ptilonorhynchidae,,Passeriformes,,Western_bowerbird,,https://en.wikipedia.org/wiki/Western_bowerbird,,,,,,,,,,,,,,,,,
542,Ptilonorhynchus cerviniventris,Bowerbirds and catbirds,Fawn-breasted bowerbird,Ptilonorhynchidae,,Passeriformes,,Fawn-breasted_bowerbird,,https://en.wikipedia.org/wiki/Fawn-breasted_bowerbird,,,,,,,,,,,,,,,,,
544,Malurus splendens,"Fairywrens, emu-wrens and grasswrens",Splendid fairywren,Maluridae,,Passeriformes,,Splendid_fairywren,,https://en.wikipedia.org/wiki/Splendid_fairywren,,,,,,,,,,,,,,,,,
545,Malurus coronatus,"Fairywrens, emu-wrens and grasswrens",Purple-crowned fairywren,Maluridae,,Passeriformes,,Purple-crowned_fairywren,,https://en.wikipedia.org/wiki/Purple-crowned_fairywren,,,,,,,,,,,,,,,,,
546,Malurus melanocephalus,"Fairywrens, emu-wrens and grasswrens",Red-backed fairywren,Maluridae,,Passeriformes,,Red-backed_fairywren,,https://en.wikipedia.org/wiki/Red-backed_fairywren,,,,,,,,,,,,,,,,,
547,Malurus leucopterus,"Fairywrens, emu-wrens and grasswrens",White-winged fairywren,Maluridae,,Passeriformes,,White-winged_fairywren,,https://en.wikipedia.org/wiki/White-winged_fairywren,,,,,,,,,,,,,,,,,
548,Malurus lamberti,"Fairywrens, emu-wrens and grasswrens",Variegated fairywren,Maluridae,,Passeriformes,,Variegated_fairywren,,https://en.wikipedia.org/wiki/Variegated_fairywren,,,,,,,,,,,,,,,,,
549,Malurus amabilis,"Fairywrens, emu-wrens and grasswrens",Lovely fairywren,Maluridae,,Passeriformes,,Lovely_fairywren,,https://en.wikipedia.org/wiki/Lovely_fairywren,,,,,,,,,,,,,,,,,
550,Malurus pulcherrimus,"Fairywrens, emu-wrens and grasswrens",Blue-breasted fairywren,Maluridae,,Passeriformes,,Blue-breasted_fairywren,,https://en.wikipedia.org/wiki/Blue-breasted_fairywren,,,,,,,,,,,,,,,,,
551,Malurus elegans,"Fairywrens, emu-wrens and grasswrens",Red-winged fairywren,Maluridae,,Passeriformes,,Red-winged_fairywren,,https://en.wikipedia.org/wiki/Red-winged_fairywren,,,,,,,,,,,,,,,,,
552,Stipiturus malachurus,"Fairywrens, emu-wrens and grasswrens",Southern emu-wren,Maluridae,,Passeriformes,,Southern_emu-wren,,https://en.wikipedia.org/wiki/Southern_emu-wren,,,,,,,,,,,,,,,,,
553,Stipiturus mallee,"Fairywrens, emu-wrens and grasswrens",Mallee emu-wren,Maluridae,,Passeriformes,,Mallee_emu-wren,,https://en.wikipedia.org/wiki/Mallee_emu-wren,,,,,,,,,,,,,,,,,
554,Stipiturus ruficeps,"Fairywrens, emu-wrens and grasswrens",Rufous-crowned emu-wren,Maluridae,,Passeriformes,,Rufous-crowned_emu-wren,,https://en.wikipedia.org/wiki/Rufous-crowned_emu-wren,,,,,,,,,,,,,,,,,
555,Amytornis barbatus,"Fairywrens, emu-wrens and grasswrens",Grey grasswren,Maluridae,,Passeriformes,,Grey_grasswren,,https://en.wikipedia.org/wiki/Grey_grasswren,,,,,,,,,,,,,,,,,
556,Amytornis striatus,"Fairywrens, emu-wrens and grasswrens",Striated grasswren,Maluridae,,Passeriformes,,Striated_grasswren,,https://en.wikipedia.org/wiki/Striated_grasswren,,,,,,,,,,,,,,,,,
557,Amytornis merrotsyi,"Fairywrens, emu-wrens and grasswrens",Short-tailed grasswren,Maluridae,,Passeriformes,,Short-tailed_grasswren,,https://en.wikipedia.org/wiki/Short-tailed_grasswren,,,,,,,,,,,,,,,,,
558,Amytornis woodwardi,"Fairywrens, emu-wrens and grasswrens",White-throated grasswren,Maluridae,,Passeriformes,,White-throated_grasswren,,https://en.wikipedia.org/wiki/White-throated_grasswren,,,,,,,,,,,,,,,,,
559,Amytornis dorotheae,"Fairywrens, emu-wrens and grasswrens",Carpentarian grasswren,Maluridae,,Passeriformes,,Carpentarian_grasswren,,https://en.wikipedia.org/wiki/Carpentarian_grasswren,,,,,,,,,,,,,,,,,
560,Amytornis textilis,"Fairywrens, emu-wrens and grasswrens",Thick-billed grasswren,Maluridae,,Passeriformes,,Thick-billed_grasswren,,https://en.wikipedia.org/wiki/Thick-billed_grasswren,,,,,,,,,,,,,,,,,
561,Amytornis purnelli,"Fairywrens, emu-wrens and grasswrens",Dusky grasswren,Maluridae,,Passeriformes,,Dusky_grasswren,,https://en.wikipedia.org/wiki/Dusky_grasswren,,,,,,,,,,,,,,,,,
562,Amytornis ballarae,"Fairywrens, emu-wrens and grasswrens",Kalkadoon grasswren,Maluridae,,Passeriformes,,Kalkadoon_grasswren,,https://en.wikipedia.org/wiki/Kalkadoon_grasswren,,,,,,,,,,,,,,,,,
563,Amytornis goyderi,"Fairywrens, emu-wrens and grasswrens",Eyrean grasswren,Maluridae,,Passeriformes,,Eyrean_grasswren,,https://en.wikipedia.org/wiki/Eyrean_grasswren,,,,,,,,,,,,,,,,,
564,Amytornis housei,"Fairywrens, emu-wrens and grasswrens",Black grasswren,Maluridae,,Passeriformes,,Black_grasswren,,https://en.wikipedia.org/wiki/Black_grasswren,,,,,,,,,,,,,,,,,
565,Dasyornis brachypterus,Bristlebirds,Eastern bristlebird,Dasyornithidae,,Passeriformes,,Eastern_bristlebird,,https://en.wikipedia.org/wiki/Eastern_bristlebird,,,,,,,,,,,,,,,,,
566,Dasyornis longirostris,Bristlebirds,Western bristlebird,Dasyornithidae,,Passeriformes,,Western_bristlebird,,https://en.wikipedia.org/wiki/Western_bristlebird,,,,,,,,,,,,,,,,,
567,Dasyornis broadbenti,Bristlebirds,Rufous bristlebird,Dasyornithidae,,Passeriformes,,Rufous_bristlebird,,https://en.wikipedia.org/wiki/Rufous_bristlebird,,,,,,,,,,,,,,,,,
568,Pycnoptilus floccosus,"Scrubwrens, thornbills and allies",Pilotbird,Acanthizidae,,Passeriformes,,Pilotbird,,https://en.wikipedia.org/wiki/Pilotbird,,,,,,,,,,,,,,,,,
569,Origma solitaria,"Scrubwrens, thornbills and allies",Rockwarbler,Acanthizidae,,Passeriformes,,Rockwarbler,,https://en.wikipedia.org/wiki/Rockwarbler,,,,,,,,,,,,,,,,,
570,Oreoscopus gutturalis,"Scrubwrens, thornbills and allies",Fernwren,Acanthizidae,,Passeriformes,,Fernwren,,https://en.wikipedia.org/wiki/Fernwren,,,,,,,,,,,,,,,,,
571,Sericornis citreogularis,"Scrubwrens, thornbills and allies",Yellow-throated scrubwren,Acanthizidae,,Passeriformes,,Yellow-throated_scrubwren,,https://en.wikipedia.org/wiki/Yellow-throated_scrubwren,,,,,,,,,,,,,,,,,
572,Sericornis frontalis,"Scrubwrens, thornbills and allies",White-browed scrubwren,Acanthizidae,,Passeriformes,,White-browed_scrubwren,,https://en.wikipedia.org/wiki/White-browed_scrubwren,,,,,,,,,,,,,,,,,
573,Sericornis humilis,"Scrubwrens, thornbills and allies",Tasmanian scrubwren,Acanthizidae,,Passeriformes,,Tasmanian_scrubwren,,https://en.wikipedia.org/wiki/Tasmanian_scrubwren,,,,,,,,,,,,,,,,,
574,Sericornis keri,"Scrubwrens, thornbills and allies",Atherton scrubwren,Acanthizidae,,Passeriformes,,Atherton_scrubwren,,https://en.wikipedia.org/wiki/Atherton_scrubwren,,,,,,,,,,,,,,,,,
575,Sericornis magnirostra,"Scrubwrens, thornbills and allies",Large-billed scrubwren,Acanthizidae,,Passeriformes,,Large-billed_scrubwren,,https://en.wikipedia.org/wiki/Large-billed_scrubwren,,,,,,,,,,,,,,,,,
576,Sericornis beccarii,"Scrubwrens, thornbills and allies",Tropical scrubwren,Acanthizidae,,Passeriformes,,Tropical_scrubwren,,https://en.wikipedia.org/wiki/Tropical_scrubwren,,,,,,,,,,,,,,,,,
